entity_num,name,type,program,call_sign,vessel_type,tonnage,grt,vessel_flag,vessel_owner,remarks
SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 688981 CN; alt. Equity Ticker 00981 HK; alt. Equity Ticker MKN1 DE; alt. Equity Ticker MKN2 DE; Issuer Name Semiconductor Manufacturing International Corporation; alt. Issuer Name Semiconductor Manufacturing International Corporation Limited; alt. Issuer Name Semiconductor Manufacturing International Corporation Co., Ltd; ISIN KYG8020E1199; alt. ISIN XS1432320429; alt. ISIN US81663N2062; alt. ISIN XS2101828452; alt. ISIN KYG8020E1017; alt. ISIN XS1730881247; alt. ISIN KYG802041031; alt. ISIN CNE1000041W8; alt. ISIN CND100022N41; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; a.k.a. 'SMIC'."
CHINA NATIONAL NUCLEAR CORPORATION,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Issuer Name China National Nuclear Corporation; ISIN CND10000KRQ8; alt. ISIN CND100005B38; alt. ISIN CND10002J9T6; alt. ISIN CND100027TJ1; alt. ISIN CND10002DLF5; alt. ISIN CND10003RXC5; alt. ISIN CND10002J9V2; alt. ISIN CND100005B20; alt. ISIN CND100025BB0; alt. ISIN CND10003VCD9; alt. ISIN CND10003RXB7; alt. ISIN CND10001ZPR6; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000100009563N (China); a.k.a. 'CNNC'.
CHINA NATIONAL OFFSHORE OIL CORPORATION,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Legal Entity Number 300300AY5BEBCYDR2F31; Unified Social Credit Code (USCC) 91110000100001043E (China).
CHINA NORTH INDUSTRIES GROUP CORPORATION LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Issuer Name China North Industries Group Corporation Limited; alt. Issuer Name China North Industries Group Co. Ltd; ISIN CND10001PXG4; alt. ISIN CND10000KPW0; alt. ISIN CND10000KSK9; alt. ISIN CND1000133M5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710924910P (China); a.k.a. 'CNIGC'.
CHINA NUCLEAR ENGINEERING CORPORATION LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 601611 CN; Issuer Name China Nuclear Engineering Corporation Limited; ISIN CNE100002896; alt. ISIN CND10003XJ14; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000717828569P (China); a.k.a. 'CNECC'; a.k.a. 'CNEC'.
CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 601186 CN; alt. Equity Ticker 1186 HK; Issuer Name China Railway Construction Corporation Limited; ISIN CNE1000009T1; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710935150D (China); a.k.a. 'CRCC'.
NATIONAL WEALTH FUND OF THE RUSSIAN FEDERATION,-0- ,RUSSIA-EO14024,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Target Type Government Entity; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 1a - As of the effective date, participation in the secondary market for ruble or non-ruble denominated bonds issued on or after the effective date by the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation is prohibited.; alt. Executive Order 14024 Directive Information Subject to Directive 4 - any transaction involving the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation, including any transfer of assets to such entities or any foreig"
MINISTRY OF FINANCE OF THE RUSSIAN FEDERATION,-0- ,RUSSIA-EO14024,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Target Type Government Entity; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 1a - As of the effective date, participation in the secondary market for ruble or non-ruble denominated bonds issued on or after the effective date by the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation is prohibited.; alt. Executive Order 14024 Directive Information Subject to Directive 4 - any transaction involving the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation, including any transfer of assets to such entities or any foreig"
CENTRAL BANK OF THE RUSSIAN FEDERATION,-0- ,RUSSIA-EO14024,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"SWIFT/BIC CBRFRUMM; Website www.cbr.ru; Organization Established Date 13 Jul 1990; Organization Type: Central banking; Target Type Government Entity; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 1a - As of the effective date, participation in the secondary market for ruble or non-ruble denominated bonds issued on or after the effective date by the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation, or the Ministry of Finance of the Russian Federation is prohibited.; alt. Executive Order 14024 Directive Information Subject to Directive 4 - any transaction involving the Central Bank of the Russian Federation, the National Wealth Fund of the Russian Federation"
ANHUI GREATWALL MILITARY INDUSTRY COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 601606 CN; Issuer Name Anhui Greatwall Military Industry Co., Ltd; ISIN CNE1000036L1; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9134000070503581XA (China)."
AVIC XI'AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 000768 CN; Issuer Name AVIC Aircraft Co., Ltd.; ISIN CNE000000RF9; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 916100002942059830 (China)."
AVIC HEAVY MACHINERY COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600765 CN; Issuer Name Guizhou Liyuan Hydraulic Components Co., Ltd.; ISIN CNE000000N22; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91520000214434146R (China)."
"AVIC JONHON OPTRONIC TECHNOLOGY CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 002179 CN; Issuer Name AVIC Jonhon Optronic Technology Co., Ltd.; ISIN CND10003VVT5; alt. ISIN CNE1000007T5; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 914100007457748527 (China)."
AVIC SHENYANG AIRCRAFT COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600760 CN; Issuer Name Dongan Heibao Co. Ltd.; ISIN CNE000000MH6; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9137000016309489X2 (China).
"CHINA SATELLITE COMMUNICATIONS CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 601698  CN; Issuer Name China Satellite Communications Co., Ltd.; ISIN CNE100003PX9; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710929113P (China)."
CHINA COMMUNICATIONS CONSTRUCTION GROUP (LIMITED),-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Issuer Name China Communications Group Co. Ltd; alt. Issuer Name China Communications Construction Group (Ltd.); alt. Issuer Name China Communications Group Company Limited; ISIN CND10003RDS3; alt. ISIN CND100041XX5; alt. ISIN CND1000455C3; alt. ISIN CND100041XW7; alt. ISIN CND1000455B5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710933809D (China); a.k.a. 'CCCG'; Linked To: CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED.
AEROSPACE COMMUNICATIONS HOLDINGS GROUP COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600677  CN; Issuer Name Aerospace Communications Holdings Co., Ltd.; ISIN CNE000000BS6; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 913300001429112055 (China)."
"FUJIAN TORCH ELECTRON TECHNOLOGY CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 603678  CN; Issuer Name Fujian Torch Electron Technology Co., Ltd; ISIN CNE100001TY3; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 913500001562023628 (China)."
"INNER MONGOLIA FIRST MACHINERY GROUP CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600967  CN; Issuer Name Baotou Beifang Chuangye Co., Ltd.; ISIN CNE000001HP7; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91150000720180740Y (China)."
CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 00317  HK; alt. Equity Ticker 600685  CN; Issuer Name CSSC Offshore & Marine Engineering (Group) Company Limited; ISIN CNE100000395; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91440101190499390U (China).
AVIC AVIATION HIGH-TECHNOLOGY COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600862  CN; Issuer Name Tonmac International Co., Ltd.; ISIN CNE000000GZ0; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91320600138299578A (China)."
"AEROSPACE CH UAV CO., LTD",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 002389  CN; Issuer Name Aerospace CH UAV Co Ltd; ISIN CNE100000N20; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91330000734507783B (China).
"CHINA AEROSPACE TIMES ELECTRONICS CO., LTD",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600879  CN; Issuer Name China Aerospace Times Electronics Co., Ltd; ISIN CNE000000J93; alt. ISIN CND10003B821; alt. ISIN CND100034J27; alt. ISIN CND100037514; alt. ISIN CND100032457; alt. ISIN CND10002R795; alt. ISIN CND10003D843; alt. ISIN CND100035G37; alt. ISIN CND100037S23; alt. ISIN CND10002B3Q3; alt. ISIN CND10002T6Q6; alt. ISIN CND100044B23; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91420100177716821Q (China); a.k.a. 'CATEC'."
"HUAWEI INVESTMENT & HOLDING CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name Huawei Investment & Holding Co., Ltd.; alt. Issuer Name Huawei Investment and Holding Co., Ltd.; ISIN CND10003D0F9; alt. ISIN CND100035KT2; alt. ISIN CND10002K3Y6; alt. ISIN CND10002J7T0; alt. ISIN CND1000336F8; alt. ISIN CND1000439R5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91440300746645251H (China); Linked To: HUAWEI TECHNOLOGIES CO., LTD."
"JIANGXI HONGDU AVIATION INDUSTRY CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600316  CN; Issuer Name Jiangxi Hongdu Aviation Industry Co., Ltd.; ISIN CNE0000015N3; alt. ISIN CND10001KJ52; alt. ISIN CND10001KHB9; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91360000705515290C (China); a.k.a. 'HDAA'."
PROVEN GLORY CAPITAL LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name Proven Glory Capital Limited; ISIN XS1809220830; alt. ISIN XS1808982398; alt. ISIN XS1808982471; alt. ISIN XS1567423501; alt. ISIN XS1567423766; alt. ISIN XS1809220913; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: HUAWEI INVESTMENT & HOLDING CO., LTD."
CHINA AVIONICS SYSTEMS COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600372  CN; Issuer Name China Avionics Systems Company Limited; ISIN CNE0000018C0; alt. ISIN CND100018CL2; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000705514765U (China).
PROVEN HONOUR CAPITAL LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name Proven Honour Capital Ltd; alt. Issuer Name Proven Honour Capital Limited; ISIN XS1233275194; alt. ISIN HK0000216777; alt. ISIN XS1401816761; alt. ISIN HK0000111952; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: HUAWEI INVESTMENT & HOLDING CO., LTD."
CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 601989 CN; Issuer Name CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED; ISIN CNE100000J75; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710935329H (China); a.k.a. 'CSICL'.
"GUIZHOU SPACE APPLIANCE CO., LTD",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 002025 CN; Issuer Name Guizhou Space Appliance Co., Ltd; ISIN CNE000001KG0; alt. ISIN CN000A0B7NS3; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91520000730980020A (China); a.k.a. 'SACO'."
CHANGSHA JINGJIA MICROELECTRONICS COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 300474 CN; Issuer Name Changsha Jingjia Microelectronics Co., Ltd.; alt. Issuer Name Changsha Jingjia Microelectronics Company Limited; ISIN CNE100002664; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 914301007853917172 (China)."
CHINA MARINE INFORMATION ELECTRONICS COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600764 CN; Issuer Name China Marine Information Electronics Company Limited; ISIN CNE000000N30; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000224344507P (China).
CHINA SHIPBUILDING INDUSTRY GROUP POWER COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600482 CN; Issuer Name China Shipbuilding Industry Group Power; ISIN CNE000001KB1; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911306007109266097 (China); a.k.a. 'CSICP'.
"COSTAR GROUP CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 002189 CN; Issuer Name Costar Group Co; ISIN CNE100000882; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91410000615301803D (China).
NANJING PANDA ELECTRONICS COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600775 CN; alt. Equity Ticker 00553 HK; alt. Equity Ticker NNJ DE; Issuer Name Nanjing Panda Electr. Co. Ltd.; alt. Issuer Name Nanjing Panda Electronic Co. Ltd; alt. Issuer Name Nanjing Panda Electronics Company Limited; ISIN CNE1000003T4; alt. ISIN CN0009003921; alt. ISIN CNE000000NB7; alt. ISIN CN0005815195; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91320100134974572K (China).
AEROSUN CORPORATION,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Equity Ticker 600501 CN; Issuer Name Aerosun Corporation; ISIN CNE000001857; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91320000714091899R (China).
"NORTH NAVIGATION CONTROL TECHNOLOGY CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600435 CN; Issuer Name Beijing North Phenix Intelligence Technology Co., Ltd; ISIN CNE000001F88; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911100007226144851 (China)."
SHAANXI ZHONGTIAN ROCKET TECHNOLOGY COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 003009 CN; Issuer Name Shaanxi Zhongtian Rocket Technology Co., Ltd; ISIN CNE1000046W7; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91610000741252408P (China)."
ZHONGHANG ELECTRONIC MEASURING INSTRUMENTS COMPANY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 300114 CN; Issuer Name Zhonghang Electronic Measuring Instruments Co., Ltd; ISIN CNE100000T08; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91610000745016111K (China)."
MEGVII TECHNOLOGY LIMITED,-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021.
"SZ DJI TECHNOLOGY CO., LTD.",-0- ,CMIC-EO13959,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 914403007954257495 (China).
